,Review-Body,label
3121,having ghost touched in my phone,0
3120,not meet the expectations,0
3119,i purchased,0
3118,battery backup low on drive,0
3117,faltu,0
3116,the media could not be loaded,0
3115,super mobile nice i loved it,0
3122,value for money,0
3171,average phone,0
3172,good phone under,0
3173,redmi note,0
3232,after using for,0
3231,nice phone in this price range,0
3230,battery life good,0
3229,a decent phone,0
3228,finger print sensor was superb,0
3227,it has been more than a decade that have been using a smartphone but never samsung,0
3226,pros,0
3233,camera quality,0
3225,awesome product,0
3223,superb displaysuperb one uisuperb knox security featuressuperb battery lifegreat,0
3222,user friendly mobile,0
3221,i,0
3220,,0
3219,made in china is written in the mobile label and box also and no return abd refund facility available i also suffer to buy this phone i have no idea,0
3218,no any back cover will be given to me with this device,0
3217,not good,0
3224,i thin k m,0
3216,otherwise good phonetouch and rear camera not good,0
3234,average mobile,0
3237,i like it,0
3254,finger not work,0
3253,very nice,0
3252,he send defective items worst product customer care also not supporting,0
3251,it,0
3250,superb mobile in this price,0
3249,call receiving volume is very low,0
3248,good product,0
3235,all good,0
3247,i purchased this phone,0
3245,phone is not working properly,0
3244,valuable price,0
3243,i think i didn,0
3242,fingerprint reader is nicebattery is also goodcamera is excellenti love this,0
3241,gifted this phone to my mother on her birthday,0
3240,camera quality is very poor,0
3238,all good,0
3246,awesome,0
3094,screen,0
3215,apps are not working properly,0
3213,mobile keyboard is not so smooth,0
3189,charging is bit slow compared to my oppo reno,0
3188,its good,0
3187,bed product,0
3186,not better in this price,0
3185,a smartphone packed with loads of features under this budget,0
3184,the media could not be loaded,0
3183,i buy,0
3190,camera,0
3182,rear camera quality is good,0
3180,good phone exclusively in amazon,0
3179,all ok finger print reader not work suddenly,0
3178,not bad option this one is good otion for long battery,0
3177,i like everything about this phone,0
3176,the phone is very good at what it,0
3175,average,0
3174,camera quality is not like a,0
3181,after using,0
3214,excellent,0
3192,must,0
3194,speed,0
3212,good,0
3211,in this price range it is pretty good,0
3210,i like this phone very much,0
3209,good phone,0
3208,the phone is good but not for rough use,0
3207,feels laggy,0
3206,it,0
3193,i bought this for my mother,0
3205,camera quality is not upto the mark,0
3203,after seeing many youtube promotions i have purchased this mobile,0
3202,wow super phone i like it and quality very very good and battery back up suberb camera quality good superb phone,0
3201,sound is not that much high,0
3200,fingerprint reader,0
3197,ok,0
3196,got this phone on the first sale for,0
3195,just awesome built,0
3204,very good mobile under budget,0
3093,camera quality very poor,0
3092,all features are good,0
3091,very good,0
2989,nice product,0
2988,bought it for my father during diwali sale in november,0
2987,valued,0
2986,nice mobile,0
2985,in budget segment will strongly recommend this phone,0
2984,i bought this for my mom and it serves the purpose,0
2983,i have purchased this m,0
2990,price are good,0
2982,just ok,0
2980,very good phone for the price range,0
2979,the media could not be loaded,0
2978,the media could not be loaded,0
2977,battery life and camera quality is too good but as compare to samsung keyboard is not much good quality,0
2976,camera not good,0
2975,not what i expected,0
2974,main problem hanging and slow work,0
2981,very nice mobile in this price,0
2973,it,0
2991,ok under,0
2993,display and sound clarity is awesome but camera performance is very very bad and dailer application performance is very bad,0
3009,battery best h,0
3008,i order it while amazon sale january i got it this in,0
3007,camera quality bad,0
3006,overall phone is good but the issue is battry and charging facility,0
3005,camera pretty average,0
3004,i like samsung phones specially m series because of their battery backup and this product is very good and camera quality is far better than other mobiles,0
3003,should have better sound and camera,0
2992,good phone with good specs,0
3002,not bad,0
3000,excellent camera quality,0
2999,thik thak hei,0
2998,bad camera quality,0
2997,very good mobile at this price range,0
2996,camera quality could be better,0
2995,scratches present in screen and side,0
2994,not bad but amazon service is bad service not mentioned clear procedure,0
3001,front camera quality is very very poor,0
3010,good,0
2972,the media could not be loaded,0
2969,good product mi,0
2948,i have redmi note,0
2946,good for low budget but having a low touch sensitivity,0
2945,i like it battery life good but front camera quality not good and some option not good but ok,0
2944,as per the size of battery,0
2943,best screen,0
2942,pros,0
2941,the backside paint quality is very poor,0
2949,too much hang,0
2940,ok for the price offered,0
2938,no amoled,0
2937,with good camera,0
2936,thes phone camera and display quility very dirty,0
2935,camera is worst and speakers too,0
2934,good product,0
2933,the camera quality is not as we expect from the red mi note series,0
2932,everything,0
2939,please go through it,0
2971,very very amazing product and any thing range is very nice,0
2950,every thing is good but i don,0
2952,soft case misisng andscreen protector misisng in box,0
2968,the media could not be loaded,0
2967,camera quality not good it,0
2966,very slow charging,0
2965,worth for the money paid,0
2964,after using a month redmi note,0
2963,not,0
2962,poor quality camara,0
2951,wifi issues i want to replace the product,0
2961,finger print not working properly some time,0
2959,phone condition ok good performance is not bad,0
2958,camera quality is highly disappointing,0
2957,nice mobile,0
2956,camera quality need to improve,0
2955,camera quality very poor,0
2954,bad quality camera and charging point is not type c also charging cable is so small,0
2953,not good,0
2960,good product,0
2930,volume is very slow and camera,0
3011,product is satisfactory but delivery is very poor,0
3013,the amoled display is just a name,0
3069,phone body looks cheap camera quality very bad no screen gaurd or cover provided with phone,0
3068,camera quality and voice recorde on video not good,0
3067,phone to achha hai lekin camera quality average hai,0
3066,battery,0
3065,the media could not be loaded,0
3064,performance lagging,0
3063,not satisfied completely with this brand,0
3070,camera is good,0
3062,software glitch is a big issue,0
3060,charging is,0
3059,i used icici credit card for payment and got rs,0
3058,overall,0
3057,good,0
3056,very good mobile phone,0
3055,overall good phone for one who wants a premium featured phone under affordable budget,0
3054,it,0
3061,nice,0
3053,poor cam,0
3071,camera quality is so poor u don,0
3073,dispaly and camera below average,0
3090,camera quality poor,0
3089,good product at best price,0
3088,decent performance,0
3087,this phone is not good because it lags often in a day,0
3086,it,0
3085,battery life seems to be strong,0
3084,good,0
3072,super product,0
3083,this mobile phone good,0
3080,charger missing,0
3079,not up to the mark,0
3078,low budget with good configuration,0
3077,battery life,0
3076,display looks very cheap touch has to be hit many times then it works,0
3075,nice,0
3074,average,0
3082,faltu camera quality,0
3012,fhd,0
3052,camara is worstand charging is very slow it,0
3050,ok products,0
3029,camera performance is not good as even compared to same brand of mobile mi note,0
3028,the battery backup is good,0
3027,true value for money,0
3026,not good this device processor and camera,0
3025,the camera does not wark properly,0
3024,paisa vasool,0
3023,although it doesn,0
3030,the ui has become more troublesome and the calling and messaging is hectic the gernal miui was far better and simple while the system occupies almost,0
3022,best android budget phone,0
3020,fromt camera good,0
3019,worth to buy,0
3018,very good product,0
3017,camera quality is not tood good,0
3016,liked samsung latest features,0
3015,ok ok,0
3014,camera blur,0
3021,good,0
3051,phone is full of bugs,0
3031,poor quality,0
3033,i like cameravery fast chargefingerprint sensor not much effectivebattery drains quickly,0
3049,very nice,0
3048,my overall experience with this phone is absolutely fantastic,0
3047,photo quality is not good,0
3046,kidu phone,0
3045,very bad performance,0
3044,its good compare to price,0
3043,waste of money very bad product,0
3032,bed camra quality,0
3042,for anyone looking for a non gaming phone then this has to be the best in this price segment,0
3040,product is good,0
3039,camara flop,0
3038,excellent mobile phoneexcellent cameragood battery lifeexcellent displayall things are excellent in the mobile go for it,0
3037,there is delay in opening the apps,0
3036,thems not suit one to anther lot of thems not suit to contact,0
3035,nice,0
3034,the main thing to me was to buy a made in india mobile phone and samsung branding on top of that was an added advantage as it,0
3041,this product,0
2600,feel like better,0
8983,i have using one plus nord ce,0
8985,worst camera i ever seen,0
13447,the media could not be loaded,0
13446,i am using oneplus nord ce,0
13444,battery is very good but camera quality not satisfied,0
13443,naam aur paise ke hisab se iska battery backup aur camera quality sahi nhi hai,0
13442,i was looking for a smartphone for my father which comes under,0
13441,budget wise ok,0
13440,camera,0
13439,everything is good but battery drained so early and phone is get heat very fast,0
13438,the media could not be loaded,0
13437,slow charging,0
13436,excellent,0
13435,dnt buy,0
13434,super,0
13433,display not good,0
13432,only drawback is camera quality,0
13449,west of money bogus product,0
13450,camera pixels are average,0
13451,screen problem occure in just,0
